gene,spearman_rho,p_value,q_value
Igtp,-0.025690963668946343,0.08551170770105004,0.11049453995096467
Hist3h2ba,-0.02567328975471638,0.08572719070586451,0.11070062444513008
Mesp1,-0.025663786727968325,0.08584323425431588,0.1107781162668293
Akap12,-0.025548035116375385,0.08726691314360498,0.1125418703750209
Efcab11,-0.02548568239922191,0.08804167398739016,0.11346700747918537
Rpl22l1,0.025452536685009002,0.0884557761979091,0.11392642966988031
Mgst3,-0.025431121406225863,0.088724159132261,0.114197697008125
Gm2083.3,-0.02530546390677607,0.09031218167804321,0.1161660267908207
Lyz1,-0.02524587737602378,0.09107316930991272,0.11706869683075255
Cklf,-0.025159979099860147,0.09217924927825863,0.11841349956018019
Cnn2,-0.025119388988933476,0.09270565267798807,0.1190123865872613
Clps,-0.02510724534737032,0.0928636086736748,0.11913780295123624
Efnb2,-0.025058792210792838,0.09349600431387169,0.11987133627011953
Ttc26,-0.025033681538504035,0.0938250973684428,0.12021530621996851
Meg3,-0.0249934714884021,0.09435401202063824,0.12081469026217732
Rpgr,-0.02498248434529736,0.09449894948877653,0.12092195672447327
G6pdx,-0.024919961177886057,0.09532712609734972,0.12190279967300156
Ccdc38,-0.024889946174064693,0.09572676149308856,0.12231201762815164
Itga4,-0.02488663976515738,0.09577086661020674,0.12231201762815164
Srrm4,-0.024773800821270918,0.09728582920612022,0.12413948798251051
Neurl1b,-0.024770726739317548,0.09732736791749685,0.12413948798251051
Srcap,-0.024682373230840927,0.09852731923267366,0.12558898138168653
Ska1,-0.0245808116452095,0.09992121048966156,0.12728365537246192
Clec4d,-0.024571120087048152,0.10005504073755948,0.12737206409411148
C130080G10Rik,-0.0245128273998801,0.10086301837389164,0.12831800986176561
Fblim1,-0.02448141727411693,0.10130053458631283,0.12879174075700353
Mcam,-0.02435520217843112,0.10307385779481391,0.13096209309790946
Alpk1,-0.024265432768936505,0.10435006965931848,0.13249845068495353
Ctxn1,-0.024220054351282442,0.10499995155950965,0.13323806433449972
Lgals1,-0.024096875454499345,0.10678024297345068,0.13541022473284925
Zfp369,-0.024046767955557474,0.10751124863301786,0.1362498324022284
Crym,-0.02399906963319019,0.10821078278419499,0.13704850580676073
Tyrobp,-0.0239731846579967,0.10859191137185278,0.1374431554303156
Tsix,-0.02396595745298572,0.10869851362237962,0.1374900584974053
Bub1,-0.023648185437210804,0.11346804978522454,0.14343116011853513
Ptp4a3,-0.023574164124387346,0.11460238386971386,0.14477246831337015
Cd74,-0.023474426659717267,0.11614488819060477,0.14662735884599337
Cox6a2,-0.023378286709886745,0.11764714654818918,0.14842910575990428
Cd5l,-0.023325595641288274,0.11847692657414165,0.1493806657124222
Slc22a7,-0.02328114715202716,0.11918046374701445,0.15017194189155358
Gpr4,-0.023269624000103663,0.11936338706530908,0.1503066345402013
Pfkp,-0.023246217180062045,0.11973563368246856,0.15067940661377488
Crip1,-0.023150754537144262,0.12126322964389073,0.1525047105635954
Rasip1,-0.02312636259824463,0.1216559843665559,0.15290138658148825
Olfm1,-0.02310285945292338,0.12203536789496061,0.15328076386806677
H2-Ab1,-0.02301055999608068,0.12353419963711917,0.1550648334492601
Tgtp1,-0.022851385179288856,0.126152710158831,0.15825121064975184
Cel,-0.02275029055641708,0.12783807925928486,0.16019142501728625
Hck,-0.022748896542129766,0.12786144090909343,0.16019142501728625
Wfdc16,-0.022503963358024452,0.1320179250304302,0.16529413412613075
Rpp38,-0.022464591244936286,0.13269572009483963,0.16603761938449238
Serpinb1c,0.022418276345178453,0.13349648054625454,0.1669339291840261
Myo5a,-0.022394219140749787,0.13391388949158964,0.1673500376263418
Plxnc1,-0.022284534342283148,0.13582979701888873,0.16959543964933108
Lpcat2,-0.022281549201409304,0.13588223389202855,0.16959543964933108
Traip,-0.022260720888459373,0.13624853824336844,0.169945337607028
Gatm,-0.022223020269423854,0.13691351058731893,0.17066709358835405
Ly6c2,-0.022205450343452886,0.13722426684173447,0.17094667646257658
Adamts5,-0.022180563272757265,0.13766537051297856,0.17138723715991344
Armcx1,-0.0221757222932258,0.13775129987208015,0.17138723715991344
Ccl24,-0.02213915501018595,0.13840171999324802,0.1720881763689631
Cotl1,-0.022098016577813566,0.13913627147459182,0.17289277731317915
Ggact,0.022083686109618094,0.13939285414363087,0.1731028094484662
Clic6,0.022027841468107323,0.14039621081749432,0.17423936521417846
Igfbp2,-0.021956849923061666,0.14167971610234997,0.17572195654601375
Spata6,-0.021909215361743027,0.1425459735835157,0.17668551083047682
Mir703,0.02188183476879876,0.14304573929087808,0.17719387630204633
Pf4,-0.02180878209587863,0.14438571381929696,0.17874173839746407
Serpina3f,-0.021760049023577498,0.14528493799750364,0.1796099496633566
Afp,-0.02175866182552856,0.14531059723712175,0.1796099496633566
Cxcl9,-0.021756013409610975,0.14535959507403673,0.1796099496633566
Rpl30,-0.021719452989093096,0.14603728554140866,0.18033461181471888
Ripk3,-0.021606908952034255,0.14813859858759673,0.18281523683375703
Scn8a,-0.021595485311927246,0.14835317399084758,0.18296582968178768
Dcbld2,-0.021511876939887372,0.14993085863318215,0.1847540262703324
Prkcdbp,-0.0215087563336912,0.14998999097819093,0.1847540262703324
Gadd45b,-0.02146707528770672,0.15078151065479678,0.18561335402523862
Cdnf,-0.021387268606606263,0.1523059080371436,0.18737322973829057
Gm9920,-0.02137177922617096,0.15260312682756141,0.1876221279465727
Spn,-0.021345311176684707,0.15311203125221315,0.18813081776608168
Xlr3a,-0.021271139901654194,0.15454500623533435,0.18977358840202235
Colec11,-0.02124777412851057,0.1549985317286088,0.19019836073540372
Gm1673,-0.021243410690254632,0.15508333712972727,0.19019836073540372
Igfbp7,-0.021201703798121127,0.15589570756806514,0.19107614002607862
Il1r2,-0.02117220843391107,0.15647216658827648,0.19165843280633948
Kif11,-0.021167482613921474,0.15656467829147105,0.19165843280633948
Lama5,-0.021107820412139173,0.15773618235027448,0.19297303991738407
Evl,-0.021092097109782597,0.15804602161327044,0.19323251993162377
Pydc3,-0.02097029649584282,0.1604618215353089,0.19606490801934842
Itgb2,-0.02096003401149008,0.16066663566635056,0.19619390902555592
2210010C04Rik,0.020941267994670845,0.16104167017772184,0.19653048267984943
Gpm6a,-0.020826929398804043,0.16334099783857967,0.19921354270627514
P3h3,-0.020765313935061962,0.16459028824219038,0.2006134401077746
Lyz2,-0.020745971904192438,0.1649839392358648,0.20096934557566526
Hpse,-0.020613277241406013,0.1677036799445562,0.20415651185368694
Cx3cl1,-0.020604948480060982,0.16787550428398143,0.20421893706455846
Usp53,-0.020596085661621754,0.16805849145166532,0.20421893706455846
Rian,-0.020595777768568763,0.16806485108954813,0.20421893706455846
Tgfb1,-0.020554902966987608,0.16891073897021922,0.20504248888211835
Il18bp,-0.020553007966377837,0.16895003256902924,0.20504248888211835
Dpysl3,-0.020466350171899135,0.1707542501664335,0.20710500158223255
Masp1,-0.02043719396329437,0.17136451558502658,0.20771774819840438
Dynlt1f.1,-0.020419333024541266,0.1717391663556017,0.20804432100798076
Dram1,-0.020380526125368077,0.17255529095647135,0.20890496645495643
Ms4a6c,-0.02037090616195173,0.17275805039835399,0.20902243919066452
Marco,-0.020318052202880237,0.17387522862787108,0.21024545993718724
Sycn,0.020239066992672302,0.17555478795537616,0.2121465866673464
Clec4g,-0.020228783040945275,0.17577435534286018,0.21228216280564113
Ifit1,-0.020137940213073753,0.17772279321557796,0.21450425041953458
Gm4841,-0.02007670033615593,0.17904533566157196,0.21596865686572775
Slc30a3,-0.02002626660983562,0.18013999023611516,0.2171565614004876
Amotl1,-0.020014944011719923,0.18038642692942933,0.21732112494788652
2610020C07Rik,0.019959735199254435,0.1815916355835866,0.2186398681782891
Cep89,-0.01986246523554069,0.18372955503892996,0.2210793245964483
Arhgap25,-0.019802158066866683,0.18506438680618192,0.2225500563964852
Ednrb,-0.01979074276482333,0.18531785700842993,0.22271939410678784
Zfp13,-0.019751408993941802,0.18619320677527296,0.22363546160067718
Tff3,-0.019672799489413167,0.1879517613029683,0.22561058415055757
Thy1,0.019652981910792504,0.18839702327379565,0.2260078367793046
Il1b,-0.019625548086075206,0.18901469033463245,0.22661130551338285
Dcn,-0.019562730928615945,0.1904346250039349,0.22816040087104442
Mup9,-0.01955818909806084,0.19053759324132238,0.22816040087104442
Reln,-0.019544850727666128,0.19084022548412824,0.2283844587058847
1810008I18Rik,0.019532743079804214,0.19111524017386572,0.22857521465440567
Tmem71,-0.019522610920401508,0.19134560735477144,0.22871237348269838
Cela2a,-0.019474017648629438,0.19245327457651654,0.22989735579321643
Fut8,-0.019393053625540994,0.19430927541179402,0.2319742980006744
Rhox5,-0.019275865336638418,0.19701888155944766,0.23506718699036092
Lat,-0.019254719884471125,0.19751073384284365,0.23551189433492273
Igha,-0.019184087753950658,0.19916017855465518,0.23733554731920029
Dhx29,-0.01917851930448701,0.19929064305610839,0.23734795260357003
Glis3,-0.019097695687257915,0.20119131194347817,0.23946732312598215
Bhlhe22,-0.019034167654226733,0.20269450617579918,0.24111133496363116
Wfdc18,-0.01900886620636717,0.2032954585458296,0.2416807706224324
Sox17,0.018878592044270292,0.20641022754088648,0.24523618981269985
Icam4,0.018851364160027383,0.20706558205050143,0.24586706048879362
Calcrl,-0.018763811622811696,0.20918313397672406,0.2482323264537716
Adgrg6,-0.018699221742835608,0.21075533033629829,0.2499479832482674
2700081O15Rik,-0.018618744642699258,0.21272617425489698,0.2520265534360877
Ugt2b38,-0.018616355080639194,0.2127848961361875,0.2520265534360877
Rpl34,0.01861206253873374,0.21289041185547114,0.2520265534360877
Pla2g1b,0.0185227253082079,0.21509500396123526,0.25448403520727836
Eif4ebp3,0.018503321103367013,0.21557601155177925,0.25490058303700214
Troap,-0.018478289909573592,0.21619764902202265,0.2554828165669688
Smim22,0.018418983797733508,0.21767563409008575,0.25707570405979663
Tmsb4x,-0.018413298187436918,0.2178177074144423,0.2570899149602104
Clec2i,-0.018387750824362423,0.2184569131958041,0.25769052350125576
Adgra3,-0.018306460250087274,0.22049979895295044,0.25994520127011506
Rpsa,0.018172170790045558,0.22390451921663848,0.26380168920816105
Zfp14,0.018066997471347088,0.22659715946189019,0.26681511867549546
Selenbp2,0.018024012067079598,0.22770428990363759,0.2679591554401735
Clec4n,-0.017956168903544432,0.2294594870605809,0.2698640130391246
BC021614,-0.017888461927306813,0.23122073386158645,0.27177371631650205
Pygb,-0.017839520454684427,0.2324998015250517,0.2731147401158807
Cstb,0.017820567879372272,0.23299646589394885,0.27353563721635205
Rsph9,-0.017787454460629085,0.2338660286864909,0.2743935541324585
Wnk4,-0.017713995800803715,0.23580326452399047,0.27650240448631624
Timp1,-0.017610360754949133,0.23855556400452108,0.2795639300752449
Lcn12,0.01760136786060686,0.23879545812302388,0.2796792776713378
Sema4d,-0.017559291364786095,0.23992014974319736,0.28083015751468393
Chil1,0.0175268449597288,0.24078997732419827,0.281681529686355
Ctrl,-0.01750000532015731,0.24151117418296508,0.2823581261736972
Lst1,-0.01749213540393003,0.24172293133603603,0.2824386733163967
Gsta1,0.017383404818803922,0.24466193834395045,0.2857038701157649
Blnk,-0.01736155803933495,0.245255473051703,0.28622790450012797
Sult4a1,-0.017232389648122747,0.248785362502947,0.29017620157423374
Reck,-0.017201095546966715,0.2496458800194907,0.29096124389035516
Cdc42ep3,-0.017197213501742074,0.24975277232267715,0.29096124389035516
Sult5a1,0.017184368931545176,0.2501066760334899,0.2912019425902294
Dnase1,-0.017146681582825424,0.2511470878919408,0.29224119644636076
Panx1,-0.017106362036417678,0.2522635037962393,0.29336761588539123
2010003K11Rik,-0.017088111242105568,0.2527699889904084,0.2937838143645135
Clec1a,-0.017003189705347692,0.25513599462956327,0.2963594955244692
Otud3,-0.016975660434773162,0.2559062830906205,0.2969354436046798
Smpd3,-0.016974734535153045,0.25593221846351766,0.2969354436046798
Cybb,-0.016944863134112205,0.2567699258789879,0.29773263546202877
4930515G01Rik,-0.01692917592234012,0.2572106160691119,0.2980688088913448
Asf1b,-0.016856548972325438,0.259257712077024,0.3002650830558152
Cyp2b10,-0.016795021511774425,0.26100075783536303,0.30210684908695123
TrnY,-0.016722595326700482,0.26306292010604115,0.3043156191045309
Alox5ap,-0.016621233570578306,0.26596778752135475,0.3074960911869698
Ppp1r18,-0.01646428114744409,0.27050921229347513,0.3125638297511399
Sall2,-0.016410989858996146,0.27206321333058336,0.31417580184261873
4930539J05Rik,-0.01628472660239091,0.2757694616787597,0.31826983405657205
4930563E22Rik,-0.016204452195922397,0.2781436078398487,0.3208225861723343
Col13a1,-0.016162454332693265,0.27939123645977987,0.3220737460530524
Igfbp5,-0.01611683424771721,0.28075077404202803,0.3232998407611159
Ncoa7,-0.016115791381984584,0.2807819052032554,0.3232998407611159
Jam3,-0.016100503464801012,0.28123854222232014,0.3236371350253358
Npl,-0.016079760413797498,0.2818589246702027,0.3241623583903378
Emcn,-0.016066200488748513,0.2822649756692565,0.32444061447565126
Try4,-0.016049627934576868,0.2827617778377838,0.3248227976672275
Rps12,0.016029567361805594,0.2833639339049461,0.3253254920616019
Ptpre,-0.015991685439883205,0.28450339808812797,0.32644411957064945
H2-Aa,-0.0159776867756462,0.2849252522429751,0.3267385288192354
Fam83a,-0.015940650233332205,0.28604339905044024,0.32753987295714204
Actb,-0.015938329134785385,0.2861135724263367,0.32753987295714204
Fam189b,-0.015938081075970036,0.2861210726337806,0.32753987295714204
Xcl1,0.01590705983772791,0.2870600651712819,0.3284246231733937
Cela1,0.015898534473210945,0.2873184862245444,0.3285301603620152
Zfp608,-0.01580517453141554,0.2901586843402095,0.3315859647055458
Il2rg,-0.015752298803504265,0.2917756221412564,0.3332411351665303
Coro1a,-0.015605691709867852,0.296290470368457,0.33820222859032306
4930506A18Rik,-0.015453711360045735,0.30101987285156295,0.3434023592772879
Wnt2,0.015301806554374329,0.3057968906177621,0.34865078013340006
Cdr2,-0.01526148500735893,0.307073293740773,0.3498566700655331
Gimap6,-0.01525722075374652,0.30720848721991173,0.3498566700655331
H1fx,-0.015176994291444973,0.3097593219762119,0.35255853744788196
E2f7,0.015149369209511964,0.3106409010920266,0.3533584933595722
C2cd4c,-0.015107215589641124,0.31198930582047457,0.35449772417628433
Fli1,-0.015106849537961223,0.31200103190021994,0.35449772417628433
Popdc2,-0.01508499261505831,0.31270172169787486,0.3550897781715673
Ift57,-0.0150313075546287,0.3144271532066465,0.35684413426494843
Apom,-0.014985679556574448,0.3158985420909016,0.3583083291530192
4933404O12Rik,-0.014976513116008845,0.31619468117268734,0.35843858066422185
Rgs1,-0.01483328450513375,0.32084560388684946,0.36350244062137615
Ptprcap,-0.01479811356877417,0.32199447454294433,0.36459511808213113
Hacd4,-0.014614423893928126,0.32803831839050623,0.3712259619107217
Polq,-0.014577653912864377,0.3292569227974521,0.37239184002892606
Sdc3,-0.014570339353569448,0.32949968592255285,0.37245333280096454
Cpb1,-0.014558305811276333,0.3298993196570065,0.3726919742639439
Col6a1,-0.014495073061926307,0.3320044318283467,0.37469840240429686
Vim,-0.014493574494086683,0.3320544264098776,0.37469840240429686
Mir692-1,0.014315639610215806,0.338025171493023,0.3812183479986917
Irf5,0.014289692254201332,0.338901579443744,0.38195358428631615
Ccl5,-0.014284903056129648,0.3390635004666084,0.38195358428631615
Tmem8b,-0.014225547674212564,0.3410744012589312,0.38400005198684906
Dqx1,-0.014196853289544717,0.342049269843107,0.38487843282858425
Rasgrp3,-0.014139261432602624,0.3440112777492127,0.386658533931481
Rufy4,-0.014138934421918575,0.3440224386370637,0.386658533931481
Sat1,-0.014117132724121842,0.344767052687901,0.3872752631613524
Krt23,-0.014022944147457571,0.347995764037639,0.3906800826248792
Timd4,-0.013968575363982062,0.34986820323139334,0.39255927229765303
B430212C06Rik,-0.013828109901366457,0.3547352971024712,0.39779448801564693
Lepr,-0.01375382169469676,0.35732655827952864,0.4004731324935533
Robo4,-0.013703161633370908,0.35910045683412384,0.40180670244180944
Adamts6,-0.013701150144966494,0.35917100456801776,0.40180670244180944
Fam105a,-0.013700942042394443,0.35917830372247417,0.40180670244180944
Ccdc18,-0.01369663443142654,0.35932941321048006,0.40180670244180944
Gpx2,-0.01368494658836891,0.3597396197951733,0.4020380035811519
Pgm5,-0.013653866082381493,0.3608318777681234,0.4030308600833786
Hdgfrp3,-0.013507415921209227,0.36600650037510063,0.4085798143656544
Tnfrsf25,-0.01336318687860457,0.3711476403641224,0.4140851495484594
Snn,-0.013332685469153314,0.3722405949910893,0.41501621288407714
H2-DMb1,-0.013328185689838816,0.3724020038727126,0.41501621288407714
Ifitm6,-0.013278141326144806,0.3742000366571069,0.416785054913296
Ramp2,-0.013253329266995144,0.3750934906504222,0.41754494989633145
Lair1,-0.013163107893431074,0.37835335300100426,0.42093673544343585
Cks2,-0.013126750426444376,0.37967192941554617,0.4221661442376461
Aif1,-0.013115046911959522,0.3800969810819622,0.4224011982006966
Ms4a4c,-0.012995166545328502,0.3844676483034736,0.42701828128986924
Cxcl2,-0.01288142837365236,0.3886426648298337,0.4314129973995402
Sytl5,-0.012796777884211415,0.3917677924710241,0.43463800545186004
Slc11a1,-0.012760551988497654,0.3931098248363176,0.4358635459541561
Wfdc12,-0.012755063722269472,0.3933133869409279,0.4358635459541561
Cntln,-0.012732129018197157,0.39416473524540907,0.4365622865995371
Mir6236,-0.012670162784339965,0.39647052343548983,0.4388702266696323
Oasl2,-0.012595764318392468,0.39924964651900074,0.44169924519757386
Mup20,-0.012534736675061118,0.4015380334729728,0.44398249003135754
Cldn34c1,-0.012527345638956395,0.4018157124747602,0.4440411758315265
Ccl22,-0.012484608479902208,0.40342359191620636,0.4455689615744916
Klrd1,-0.012476052571806368,0.40374594888337334,0.4456760139265377
Rnf141,0.012450778115466861,0.40469910273602683,0.44647886501625283
Defb1,-0.012409887860305516,0.4062440075514451,0.4479332977853914
Plac8,-0.012351931535283675,0.40843971770301857,0.450103300946972
Ifit3b,-0.012315367783926898,0.4098285846578268,0.4513822350242471
Trpm2,-0.012296047793647485,0.4105635827915216,0.4519399794982395
AW112010,-0.01227079403126707,0.411525501250125,0.45274675346215754
Try5,0.012152969287216337,0.4160310965086855,0.4574490977740107
S100a9,-0.01213980239922261,0.41653639776077656,0.45775011582715686
Ifi44,-0.01208809218109005,0.418524362666172,0.45967925832834555
Crygn,-0.012075971579174291,0.41899113751127115,0.4599364124707291
Trp53i11,0.01203577509610838,0.4205413284695346,0.4613819125328912
H19,-0.012005498070112617,0.4217111921596023,0.46240877809181014
Ly6c1,-0.011867206314630393,0.42707880380263186,0.468034808823616
Ppp1r14a,-0.011848658894523328,0.42780171194966843,0.4685673044457033
Hcar2,-0.01172155349684747,0.432774927336425,0.47375195534003994
Arhgap19,-0.011686998922551553,0.4341326946145315,0.4749752834825284
Bcl11a,0.01164189956298824,0.4359084987563876,0.47665437059810745
Dmrta1,-0.011589464779871746,0.43797839224299295,0.47865300246788123
Eps8l1,-0.011562120884075601,0.4390600464477029,0.4795700065343142
H2-DMa,-0.011387071194045863,0.4460208024191268,0.486903990272012
Gm8234,-0.011344265435595751,0.4477324613318342,0.4885028013537728
Serpina3g,0.011282548169235218,0.4502068849100309,0.49093161139941044
Pcolce2,-0.011221497033414555,0.4526622037348622,0.4933369221520521
Isg15,0.011089076823714026,0.458013702640679,0.4988942645292685
Tox3,-0.011006159751450624,0.4613826157905513,0.5022871318380616
Cela3b,0.010969829795717144,0.46286304742768836,0.5036214885880792
Cuedc1,-0.01094005788108568,0.4640782128542845,0.50466591133824
Ncf2,-0.010895865635343087,0.4658852253563429,0.5063524411926827
Gm14440,0.010831584710890194,0.46852062046913767,0.5089369597074095
Edn1,-0.010776334378303117,0.47079235535683506,0.51112382566747
Tmem45a,-0.010707590947310974,0.47362735260427313,0.5139194709652294
C030016D13Rik,-0.010598960657880314,0.47812636268568287,0.5185166313930856
Fmr1nb,0.010464271157641413,0.48373691223195847,0.5243135282250997
Ins2,0.010437394488773906,0.4848607298702946,0.5252436509334644
Rps4l,0.010424095998941287,0.4854173136965736,0.5255586140077361
Bmyc,-0.010401135573681731,0.486379093318532,0.5263116953972292
Spink5,-0.010374942626801142,0.48747753508011726,0.5272117542961662
Upp2,0.010330049511082998,0.4893633067491988,0.5289618684763072
Klrk1,-0.010322973832931867,0.48966088414887154,0.5289942994329613
Klre1,-0.010293469006352932,0.4909027990992495,0.5300463319602492
Pi16,0.010263276412291392,0.4921754129900665,0.5311303446950663
Inhbb,-0.010239836102624914,0.4931646374930342,0.5319075222715377
Sgtb,-0.010181511307285484,0.49563066531048483,0.5342758044268422
Apoc2,0.00998592809635308,0.5039479158258402,0.5429455202112731
Pgpep1l,0.009932878751598902,0.506216486839558,0.5450925895870404
Zfp493,-0.009897782141918216,0.5077202839125957,0.5464142630893858
Krt18,0.009820802093973336,0.5110268669380926,0.5496736212930409
Cnksr1,-0.009753199476369122,0.5139399018421984,0.5525063545089866
Dusp2,-0.009701041878553895,0.5161932896276837,0.5546272465184406
Prdm16,-0.009477000370423745,0.5259305801016042,0.5647825947098705
Fxyd5,0.009315158153221852,0.5330225022664381,0.5720876693706559
Ankrd1,-0.009216787492762704,0.5373566050925996,0.5761138873471092
Mtcl1,-0.009216787492762704,0.5373566050925996,0.5761138873471092
Mup21,0.009181765192814254,0.5389039107026725,0.5774596376472539
Ywhah,0.009147235587125381,0.5404316313690722,0.5787818370001563
Ppfia4,-0.009140647819325776,0.540723344936413,0.5787818370001563
4930558J18Rik,0.009123481897715438,0.5414838401675232,0.5792822251142821
Gldc,-0.009090129141265193,0.5429629791310939,0.5805504649768376
Mmd2,-0.009041889540913933,0.5451058780752334,0.5825266599755332
Jakmip1,0.009011825833995707,0.5464434874326319,0.583640612995307
Arhgap15,-0.008661535187933455,0.5621475435480565,0.5998560212213846
Ncaph,-0.008659658212864227,0.5622322748220666,0.5998560212213846
Mup15.1,0.00855934607801883,0.5667695599724132,0.604370776734337
Retnlg,0.008378205125816615,0.5750070449201707,0.6128242198421442
Serpina3h,0.008274682891744115,0.5797400498008383,0.6173327619086038
Laptm5,-0.008272023403928633,0.579861881064379,0.6173327619086038
Flrt1,-0.008235906789385255,0.5815175718816702,0.6187622387567611
Oasl1,-0.00822584662344078,0.5819791523876031,0.6189202712588979
Dok2,0.008167202517735074,0.5846732612493972,0.6214510954247626
1500017E21Rik,0.008157040084232885,0.5851407119794221,0.6216137493730883
Mppe1,-0.008122852860446077,0.5867145258098047,0.6229509224092287
Nkg7,0.008018675436603949,0.5915223982101545,0.6277186158139965
Smim1,0.007992689109738209,0.5927245021794136,0.6283879722118325
Rbp1,-0.007991298632790559,0.5927888559307373,0.6283879722118325
Enho,0.007893535024732112,0.5973215330485461,0.6328535213488615
Thbd,-0.007670365252675445,0.6077270511449202,0.6435331441422106
Mcm6,-0.007574268030956861,0.6122324401842566,0.6479569241136377
Rac2,-0.007483799484619968,0.6164873782331206,0.652111046959272
Gimap3,0.007448720114481152,0.6181407213930605,0.6535102706920218
S100a8,-0.007439864148981768,0.6185584225263638,0.6536023523969114
Ddx4,-0.007276411178496871,0.6262898696402959,0.661418307841274
Stxbp5l,-0.006974905585528043,0.6406590809957382,0.6762322494012678
Aox3,-0.006935147436174268,0.6425641257040343,0.6778811507560704
Cpa2,0.006920212038398815,0.6432803762896578,0.6782748287598153
Ranbp3l,-0.006901771083595032,0.6441651987082624,0.6788457344596134
Klrb1c,0.006846030349086349,0.6468427778201724,0.6813043003465534
Rgs5,-0.006731005350766037,0.6523825936889094,0.6867733693945547
Cd3d,0.006566492732617774,0.6603391899683567,0.6947794457516984
Gm12070,-0.00643333100683877,0.6668077966034394,0.7012122414281913
Amhr2,0.006371661478638836,0.6698119688629481,0.7039969497299566
Asns,0.006349995813083518,0.670868648887531,0.7047329005582618
Nrtn,-0.006294936137630659,0.6735569504316722,0.7071811423278895
Mastl,-0.006203223582460379,0.678044091284443,0.7115144206312866
Trim12a,-0.006127721185591356,0.6817467264984016,0.7150203067837347
Rbm3os,-0.006100879421899675,0.6830648997274259,0.7160229622275297
Tubb4b,-0.006085417751226607,0.6838246466004405,0.7164394946100004
Bhlhb9,-0.006001015715659423,0.6879775717513502,0.7204087178773407
Ngf,-0.005597823108741615,0.7079444414260037,0.7409243836417201
Arl4c,0.00554722896823629,0.7104645377631089,0.7431684609299822
Sell,-0.005361973639644993,0.7197189664981956,0.7524507650803451
Muc1,-0.0052557337898438946,0.7250448675881829,0.7576182363751784
Epgn,-0.005174336838042219,0.7291344032481336,0.7614890201909985
Ly6k,-0.005072332173659602,0.734270193666316,0.7664067510784067
Neil3,-0.005065422689614682,0.7346185095061106,0.7664067510784067
Ms4a4b,0.005047076233129815,0.7355436423194699,0.7669671840008396
Gimap4,0.004955589536843488,0.74016262385483,0.7713766512182387
Ccm2l,0.004714158890659099,0.752396634181498,0.783713459313394
Esm1,-0.00470206827375891,0.7530109690398237,0.78394032953751
Gm13152,0.004682106087389758,0.754025607329318,0.7845834872052956
Ctrb1,-0.004655909833997918,0.7553577549130067,0.7855561712062148
Thbs1,-0.004645231071546356,0.7559010067173232,0.7857078287487633
Prss2,-0.004582558922130289,0.7590916987703511,0.7886097154329921
Cdca5,-0.004525233799915551,0.7620137652608263,0.791229629160007
Kcnk6,-0.004424035282812256,0.7671804796459527,0.7961762773018628
Plxnd1,-0.0042343736963569726,0.7768914471973948,0.8058312650100994
Hoxb5,-0.004225485992379764,0.7773473806312052,0.8058813694325605
Nexn,0.004178149608997805,0.7797769942445721,0.8079764767408381
Mns1,-0.0040848278168222575,0.78457316345681,0.8125202431399232
Twist1,0.004054000513733971,0.7861593068498446,0.8137366228492894
Zdhhc2,-0.003957769054927586,0.7911163432410132,0.8184390426936071
Them5,0.003758946368190011,0.8013845971482385,0.8286283203776503
Aldoa,-0.0037274704966246464,0.803013376687058,0.8298784347675451
Shisa8,-0.0037087857806278033,0.8039806584885336,0.8304439716989712
BC089597,-0.0035960947075482723,0.8098208323739702,0.8360395747275922
Cd69,0.0035836443683662203,0.8104667229563572,0.8362696822989135
2410003L11Rik,-0.0034336416142923365,0.8182584878299219,0.8438690821281981
Tmem191c,0.003354492135059587,0.8223771369222728,0.8476744523958984
Lck,-0.003345206788037208,0.8228606355507835,0.8477308371463778
Zbp1,0.0033026465960266566,0.8250776511179253,0.8495721438854887
Lsp1,-0.0032897834362873015,0.8257479852060726,0.8498197640564319
Rec114,-0.0032728074923627053,0.8266328419553461,0.8502877880050569
Sept1,0.00325359215477077,0.8276346907512461,0.8505875761391147
Sult1c2,-0.0032507140568604985,0.8277847731369028,0.8505875761391147
Nlrp12,0.0031870507114282218,0.8311061840670173,0.8535568446236329
Irf7,0.003052211896906296,0.8381508205126715,0.8603448453549074
Ccl9,0.0029754059638179894,0.8421693797660783,0.8640212059146533
Epcam,0.0027561040810714687,0.8536657553784238,0.875361617418643
Scgb1c1,0.0026804187735810308,0.8576407281583883,0.8789817105075862
Cd3g,-0.0026673520756988426,0.8583273561250083,0.8792296285280525
Tuba1c,0.0026371859983909452,0.8599129295163372,0.880397649743034
Ocstamp,0.002618653269486776,0.860887317498092,0.8809390407317432
Samd3,0.0025751745419173816,0.8631741099074448,0.8828221496570194
Mup14,-0.002500429461496744,0.867108046139953,0.8863870771554742
Cabp2,0.0024472807258262333,0.8699073459814228,0.8887890558166786
Ptch1,0.002287739306081289,0.878319915680253,0.8966219345434852
Ltb,0.0022846893930247012,0.8784808736523676,0.8966219345434852
Cd200,0.002179017959995231,0.8840606978601022,0.9018513930182777
Top2a,0.0020931895244689597,0.8885969899343489,0.9060114745230571
Rspo3,0.002005962847691292,0.8932109222329134,0.9102463882755
Isg20,-0.0019934565241264486,0.8938727552795646,0.9104515389941777
Car7,-0.0018520095272341935,0.9013631459909436,0.9176081048527783
Pnliprp1,0.0017564423469376902,0.9064289660335317,0.9222289620863028
