gene,spearman_rho,p_value,q_value
Steap4,-0.14352231247614786,4.692384746718444e-22,2.9450300457975757e-21
Lman1,-0.14346000955589855,4.890281413268301e-22,3.0595209981112126e-21
Hsd17b12,-0.14335409649041023,5.245820778251625e-22,3.2716049459316916e-21
Cyp7b1,-0.14311792151928834,6.133338724704796e-22,3.813085112811755e-21
Mprip,-0.14306129674402498,6.36730358928792e-22,3.946131409411354e-21
Cebpb,-0.1429310889770656,6.939322060101485e-22,4.287199910256448e-21
Man2a1,-0.14241174153404562,9.77218728745613e-22,6.0185714228351305e-21
Prkcsh,-0.14192239033660572,1.3476405720920545e-21,8.274178295111774e-21
Rps9,0.14133978221083274,1.972958189853966e-21,1.207597009703186e-20
Arl4d,-0.1410507419325101,2.3822583855208113e-21,1.4536187741279764e-20
Ier2,-0.14100468382577494,2.4548168393177822e-21,1.4932839665634633e-20
Gstm2,-0.14070889968397834,2.975744066300921e-21,1.8046153432751292e-20
Anxa2,-0.14030737601962215,3.861566948911418e-21,2.3346537792042428e-20
Aldh3a2,-0.14023663437643205,4.042664580973663e-21,2.4366914257880888e-20
Serpina6,-0.14006722400039803,4.511200234647803e-21,2.7108336972336497e-20
F11r,-0.1399898892750725,4.742560033663159e-21,2.841224601985474e-20
Slco2b1,-0.13980886657262648,5.3309951140994795e-21,3.184101915581471e-20
Gstm1,0.13964722907869084,5.917082624398765e-21,3.523515767601313e-20
Slc4a4,-0.13960335308165656,6.086880773904317e-21,3.609634381296741e-20
Gm16833,-0.1396004665426697,6.0982189345124515e-21,3.609634381296741e-20
Lpgat1,-0.13944448383556005,6.742983808558737e-21,3.9793668625434695e-20
Kdelr2,-0.1393206079398651,7.302663498027644e-21,4.2968350403573373e-20
Pdia3,-0.13924568573401688,7.663204008825583e-21,4.4955947553258683e-20
Slc19a2,-0.138410115853525,1.3093203584920807e-20,7.658361978517288e-20
F7,-0.13829857373830007,1.406025550025485e-20,8.199741924484907e-20
Vnn1,-0.13799548925407687,1.7059083499600716e-20,9.919355317267828e-20
Furin,-0.13747762601536265,2.371287991868828e-20,1.3747907213855345e-19
Abcc3,-0.13741039310334965,2.474647085320035e-20,1.4305196747595642e-19
Cxcl1,-0.13684320012469858,3.54373787771124e-20,2.042556788406741e-19
Iqgap2,-0.13672957067994018,3.807368831576506e-20,2.188130284891498e-19
Jund,-0.13603815348785991,5.88413333939976e-20,3.3718642353603844e-19
Cyp2c68,-0.1358351957585798,6.683339492471874e-20,3.818775195554016e-19
Tmed5,-0.1355539955489866,7.970564489722106e-20,4.541154465758099e-19
Rps3a1,0.13551738040226805,8.155258860887053e-20,4.633030680452214e-19
Tecr,-0.13544029126598012,8.558046906943301e-20,4.847925138976191e-19
Uhrf1bp1l,-0.13521687175256802,9.8397870309321e-20,5.558073988615075e-19
Fam227a,-0.13507724058249979,1.0735306021618439e-19,6.046638177988505e-19
Acp5,-0.13494141819539687,1.1683508032375007e-19,6.5601986523448395e-19
Pde3b,-0.13493730810840276,1.171345535800571e-19,6.5601986523448395e-19
Adam11,-0.13483556067389324,1.2479478390509598e-19,6.969471406225275e-19
F13b,-0.13480434355077017,1.272427328675581e-19,7.086165714905982e-19
Gadd45a,-0.1344233171814316,1.6123054698690926e-19,8.953730095312349e-19
Nrp,-0.1340918627644335,1.9799103667138164e-19,1.0964377577011807e-18
Themis,-0.13404628757566375,2.036539735629748e-19,1.1246477813798915e-18
Stra6l,-0.13400586550155325,2.0881030494211474e-19,1.1477810813277872e-18
Eif3a,-0.13400436524921178,2.0900414227516608e-19,1.1477810813277872e-18
Larp1,-0.133453550665452,2.9362577284379906e-19,1.6080281244105007e-18
Ddx6,-0.1334488573338531,2.944757375678777e-19,1.6082279921870007e-18
8430408G22Rik,-0.13342458218336586,2.9891092069883944e-19,1.6279528656242578e-18
Bmp1,-0.13336667949417833,3.097581414814486e-19,1.682395180518747e-18
Sdc1,-0.13328863106888625,3.2499681457172016e-19,1.760325212077509e-18
Ogdh,-0.13325155924351983,3.3249202846605705e-19,1.7960020226158326e-18
March8,-0.13205478094409828,6.917531080590153e-19,3.726419331424178e-18
Enpep,-0.13204167247260176,6.973005333230104e-19,3.7460955282054115e-18
Sec61a1,-0.13177103324063005,8.22169003786014e-19,4.404954256056774e-18
Pim1,-0.13162418974178716,8.989090968144749e-19,4.803089957843829e-18
Cpn2,-0.13145062260400164,9.987734101327115e-19,5.322304668011781e-18
Vimp,-0.13130612524274704,1.0902071105864516e-18,5.793923273197351e-18
Celf2,-0.1311481850690025,1.199614718600023e-18,6.358279621105216e-18
Serpina3n,-0.13112435998736133,1.2170336013435264e-18,6.433356764321262e-18
Frmd4b,-0.13094487062891527,1.356538264214881e-18,7.151669728940854e-18
Srpr,-0.13084244536460085,1.4431024546043216e-18,7.587802002001979e-18
Spon2,-0.13082202489339914,1.4610016631927814e-18,7.661539225814665e-18
Pten,-0.1308063385605667,1.4748999258287552e-18,7.713960723183727e-18
Lmbrd1,-0.1307056124175518,1.5673064940027965e-18,8.17563308349216e-18
2900097C17Rik,-0.13041796265314354,1.8638387520907468e-18,9.696866349693176e-18
Ces1g,-0.13035244685769112,1.9387644445844108e-18,1.0060202905363203e-17
Mapk15,-0.1303090080560652,1.9900734888908445e-18,1.0299411747479581e-17
Arl5a,-0.13003268147418082,2.3493221343720347e-18,1.2126918693612305e-17
Clstn3,-0.12973180825537006,2.813473346967019e-18,1.4484991684775512e-17
Sorbs2,-0.12958697756862383,3.0680945880693407e-18,1.5754864936657368e-17
Gstm3,-0.12952239521432593,3.1888426366103787e-18,1.6332491949685797e-17
A330069E16Rik,-0.12929971157768794,3.642275844383213e-18,1.8606664972469283e-17
Nedd4,-0.12928909086006837,3.6654236686200576e-18,1.8676656167169725e-17
Tmed7,-0.12916506227851074,3.9467305915994265e-18,2.0058319741881917e-17
Armcx4,-0.12900551422877046,4.34011973272961e-18,2.200106849129856e-17
Ang,-0.12895764029826431,4.465534060634434e-18,2.2578927974103007e-17
Cited2,-0.12872099672985565,5.1399557220976e-18,2.592268485353815e-17
Ube2c,-0.12857683782470875,5.599076113841874e-18,2.8166344725357215e-17
Paqr9,-0.1282531670236399,6.782497908600275e-18,3.401765060209107e-17
Brd4,-0.12824964461349245,6.796647439466856e-18,3.401765060209107e-17
Tsc22d1,-0.1282388137201553,6.8403378884319164e-18,3.4149868700580554e-17
Rpl13,0.12821184237088085,6.950344819171148e-18,3.461166676952484e-17
Slc16a1,-0.12811433014317525,7.362824841951033e-18,3.657362993099797e-17
Nbr1,-0.12800801910501294,7.84007057800105e-18,3.8846665495508965e-17
Dapk1,-0.12771612443518476,9.313053189577554e-18,4.602976538948706e-17
Cd9,-0.1275893470647361,1.003492122196633e-17,4.947391335617814e-17
Col27a1,-0.127535640467931,1.0357120835979434e-17,5.093539276798841e-17
Alcam,-0.12726596533837,1.213579736285005e-17,5.953466845249268e-17
Ctsa,-0.12715100005185917,1.298273925464658e-17,6.353187006543636e-17
Ptbp3,-0.1271114231635459,1.3287584241814542e-17,6.486309641004284e-17
Tmem176a,-0.1268779938721518,1.5234669246365445e-17,7.418458399030661e-17
Stom,-0.12655880447122347,1.8359484691317512e-17,8.918108411482733e-17
Rcan2,-0.12639783471314534,2.016718864006948e-17,9.772189201327783e-17
Rhob,-0.12634319923510795,2.0819795847175696e-17,1.0063749728573679e-16
Cluh,-0.12631357641789578,2.1182296375201583e-17,1.0213999983847203e-16
Cib2,-0.12616872110332308,2.3046540750473205e-17,1.108589076975317e-16
Dlc1,-0.12616096831972956,2.3150755592797256e-17,1.1108991215281597e-16
Slc39a4,-0.125910427056712,2.6780657814559527e-17,1.2819699878785518e-16
BC065397,-0.12584492954885448,2.7818713532492706e-17,1.3284443636168618e-16
Abca8a,-0.1255997020373117,3.20698308073248e-17,1.5277603736405093e-16
Rnr1,-0.12538032424594825,3.641191215373213e-17,1.7304411136521257e-16
Mcl1,-0.12519963630517797,4.041957334872123e-17,1.9162948803458482e-16
Slc13a3,-0.12504280117162891,4.4248667837722974e-17,2.0928137874444575e-16
Ces3b,-0.12489060669633449,4.830568190141781e-17,2.2792442271862295e-16
Ept1,-0.12428694924351684,6.833596749122055e-17,3.2166716126224527e-16
Stt3b,-0.12426345577657046,6.926241752814638e-17,3.2525368041127173e-16
Ywhaz,-0.12416802034914927,7.315487191928165e-17,3.4271844024744033e-16
Pitpnc1,-0.12407557322974391,7.713080463062169e-17,3.6049078192609706e-16
Retsat,-0.12402650733158463,7.932678573637033e-17,3.69879847643406e-16
C1ra,-0.12399011106670357,8.099543609801149e-17,3.7677171097827937e-16
Rhou,-0.12397483829271194,8.170590641177066e-17,3.7918445299547083e-16
1810011O10Rik,-0.1238904226531028,8.574506239486469e-17,3.9699763080713696e-16
Egfr,-0.12387592286531822,8.645839369306495e-17,3.993650568485734e-16
Trib1,-0.12372214870365668,9.439290445267779e-17,4.3499946877143125e-16
Ubr3,-0.12358387794345062,1.0213779520861511e-16,4.695963282033304e-16
Cyp4f14,-0.1235573652380586,1.0369284669590916e-16,4.74863144388615e-16
Stt3a,-0.12355616621475722,1.0376372199083543e-16,4.74863144388615e-16
Cmip,-0.1234304881005407,1.1146367455947176e-16,5.089230591318145e-16
Nr1i3,-0.12312784364918916,1.3239311214518747e-16,6.030902827443218e-16
Fasn,-0.12297614493630697,1.4429627442134282e-16,6.558016885769995e-16
Cd63,-0.1229191336532266,1.4903728815382921e-16,6.74560983803684e-16
Rpl23,0.12291831707517502,1.491062973809863e-16,6.74560983803684e-16
Jade1,-0.12283693789289059,1.5614399769816026e-16,7.047869485142987e-16
Atxn7,-0.12279380122075523,1.6000620928828582e-16,7.205746600522575e-16
Snhg11,-0.12249590187264428,1.8937275147976008e-16,8.50886203807922e-16
Nfe2l2,-0.12244000488698302,1.9544701330650683e-16,8.761876310815511e-16
Rpl28,0.12235478084499898,2.0507959316230848e-16,9.172903974703255e-16
Rps20,0.1219920224439232,2.515895769511483e-16,1.1227823784027543e-15
Plk3,-0.1217481682943727,2.885475817885402e-16,1.2848165972881621e-15
Tm4sf4,-0.12169012843920883,2.9810371134403885e-16,1.3243843535441906e-15
Hsd17b13,-0.12161078647136467,3.116734305754158e-16,1.3815658570573925e-15
Ssr1,-0.12147045385648746,3.371802903198061e-16,1.4912873243003505e-15
Apcs,-0.12123647041218223,3.84357145684878e-16,1.6950099867084774e-15
Bche,-0.12123368251420924,3.8495674457870833e-16,1.6950099867084774e-15
Mfsd2a,-0.1211799165317515,3.96702236771137e-16,1.7428451602145285e-15
Amy1,-0.12117003764150515,3.9889841196480957e-16,1.7486078945774469e-15
Aldh4a1,-0.12099948484389929,4.3875845517493877e-16,1.9190828891169336e-15
Aqp8,-0.12080907918544323,4.879042178104348e-16,2.1293303280601096e-15
Serpina10,-0.12074880118693249,5.045642561645186e-16,2.1971884018441702e-15
Rps4x,0.12066758360727699,5.279008773695872e-16,2.293758317713569e-15
Slc16a11,-0.12044068784216179,5.988784623227781e-16,2.5964533333599393e-15
Trp53inp1,-0.12037062869067312,6.226361669494986e-16,2.693548582186343e-15
Hspa1b,-0.12024228250958392,6.685919250788705e-16,2.8860398163339018e-15
Osbpl3,-0.12017565261229261,6.937508083168583e-16,2.9881162266719584e-15
Fads1,-0.12013871301485264,7.080983089073132e-16,3.043283384151648e-15
C8a,-0.1199195459105882,7.994348819942402e-16,3.428379092630397e-15
Slc3a2,-0.1197321017109552,8.866859745412702e-16,3.7943250469006306e-15
Foxq1,-0.11937205969960772,1.0813910468404938e-15,4.617516413830791e-15
Tagln2,-0.11933861614293433,1.1014828336922619e-15,4.6931714702793146e-15
Diap1,-0.11898305178867703,1.3391829628653576e-15,5.69368756469852e-15
Ppara,-0.11859290661716966,1.6583045273106155e-15,7.035339164148255e-15
Elovl6,-0.11847430103963352,1.7693871297222496e-15,7.490531810408753e-15
Ncln,-0.11837511135611793,1.8678854231515842e-15,7.890618550364705e-15
Slc39a1,-0.11829131983112234,1.9552841863393392e-15,8.242210738577557e-15
Man1a,-0.11808688209909401,2.1857741763476332e-15,9.194203290721852e-15
Nucb1,-0.11757002828134942,2.8945725613365386e-15,1.2149830050450821e-14
March6,-0.11742518375242249,3.130923118711508e-15,1.3114057215450532e-14
Phlda1,-0.11737079113154124,3.2245003355090604e-15,1.3477457004865566e-14
Mbl2,-0.11721819925380841,3.5019643228926052e-15,1.460629423282422e-14
Tsku,-0.11708491845730959,3.763449334238879e-15,1.566387228166371e-14
Hyou1,-0.11692504583318483,4.102545279661084e-15,1.7039352978760427e-14
Zfp704,-0.11674578398516387,4.5186007529457395e-15,1.8728037082963788e-14
Glul,-0.11650296031064594,5.149046797278903e-15,2.1296371377030107e-14
Ttyh2,-0.11646445119180927,5.256681123366616e-15,2.169615570124384e-14
Atp2b1,-0.11629011961224056,5.7723005426699915e-15,2.3774662860122026e-14
G0s2,-0.11622852329269996,5.966130446841943e-15,2.452191246030462e-14
Cyp2j6,-0.11579031954756308,7.542542276865807e-15,3.0936942077518054e-14
Rps3,0.11578542450368785,7.562285084321585e-15,3.095370105942811e-14
Lcn2,-0.11575276145346826,7.69533022334592e-15,3.143319804040265e-14
Tmed10,-0.11571823021868256,7.838489370445905e-15,3.189583570213767e-14
Insig1,-0.1157176641317874,7.840857941951902e-15,3.189583570213767e-14
Tmem97,-0.11565731682981306,8.09743851401956e-15,3.287194238648187e-14
Itgb1,-0.11546658266883628,8.963921688890206e-15,3.631490405519659e-14
Pcyox1,-0.1153254771870566,9.663042436549817e-15,3.906714702875049e-14
Ppp2ca,-0.11494624023115597,1.1818866403446722e-14,4.7685507917579937e-14
Nfkbia,-0.11492187452722492,1.1972514851832349e-14,4.8207050635585646e-14
Gaa,-0.11491404747861358,1.2022287371598906e-14,4.8309069377339505e-14
C2,-0.11489395990219257,1.2150958450374734e-14,4.872706867422079e-14
Taf1d,-0.11486066033110381,1.2367249317936693e-14,4.949403218939442e-14
Lbp,-0.11484908038090252,1.2443348535733813e-14,4.969797990938535e-14
Rdh16,-0.114775334180296,1.2938903277170015e-14,5.157300761888129e-14
Ube2q1,-0.11476491426929353,1.301046953751839e-14,5.175392007177839e-14
Mut,-0.11475949932974625,1.3047814140915477e-14,5.179825011363434e-14
Plxnb2,-0.11463021592512909,1.3971408731862197e-14,5.535365744066446e-14
Rora,-0.11449771654508539,1.4984660944072892e-14,5.924934937286422e-14
Avpr1a,-0.11443897016877459,1.545671434547628e-14,6.099386080041239e-14
Sec24a,-0.11437135254275697,1.6018175976402603e-14,6.308353367599193e-14
Ctsz,-0.1142314143348736,1.7244620832444213e-14,6.777855941499446e-14
Clcn3,-0.11418070761159603,1.7711443211337234e-14,6.947524450161451e-14
Ptp4a2,-0.1140104220510391,1.9371939466905573e-14,7.583826599222242e-14
Klf6,-0.11384464274183553,2.113522337413191e-14,8.257774033727033e-14
Pglyrp2,-0.11379783301394414,2.166106118491716e-14,8.446532142520952e-14
Surf4,-0.1137935569044744,2.1709733339219154e-14,8.44884701016462e-14
Plcxd2,-0.11378426085438106,2.1815915522904667e-14,8.473490174613464e-14
Rgs16,-0.11361324159331393,2.3863002833199935e-14,9.250422862987505e-14
Zfhx3,-0.11358426997291848,2.422802149848194e-14,9.373541781310919e-14
Gc,-0.11355240353398059,2.4635854466307004e-14,9.51271177341581e-14
Picalm,-0.11342970170699622,2.627021698489033e-14,1.0124019294177033e-13
Larp4,-0.11311026079489053,3.104183166496872e-14,1.1939630583977268e-13
Adgrv1,-0.11307359184253248,3.1641336369239225e-14,1.2146586796502125e-13
Pigr,-0.11296781857787173,3.343513812196421e-14,1.2810323268822334e-13
Snrk,-0.11267261439688922,3.898728616926985e-14,1.4908677902639554e-13
Met,-0.11243498909102716,4.4106577777185946e-14,1.6833726692180814e-13
Pum2,-0.11227354403162498,4.7955929801772854e-14,1.8267605629692665e-13
Aass,-0.11209451461087964,5.261125156394108e-14,2.0002393142675292e-13
Tns1,-0.1120551104655679,5.3694034299652736e-14,2.0374876355165731e-13
9030619P08Rik,-0.11201673044966826,5.476972022899858e-14,2.0743244615465554e-13
Irs1,-0.11200909176637923,5.49863248851178e-14,2.078546162483325e-13
Serpinf1,-0.11195737316259903,5.647518205387854e-14,2.1307525748190435e-13
Trim2,-0.11184145020605817,5.995775428659546e-14,2.2578377185637943e-13
Cldn1,-0.11174855476336368,6.290011823212938e-14,2.364135622526992e-13
Stat3,-0.11170975983032329,6.417049869549463e-14,2.407306943472351e-13
Fam63b,-0.11161727897107147,6.730146039885728e-14,2.5199808183435765e-13
Shroom3,-0.111580996995056,6.857038005033461e-14,2.5626397232421843e-13
Tmx2,-0.11154176691989234,6.99688648779858e-14,2.6099706766750555e-13
Nfix,-0.11135870965629095,7.6873971806657e-14,2.86214392206706e-13
2810474O19Rik,-0.11086294965003536,9.911564490911003e-14,3.6833013155133556e-13
Sec63,-0.11078495322338622,1.0314800160962311e-13,3.825958708859754e-13
Amotl2,-0.11032377948104735,1.3050122169493781e-13,4.831477814436181e-13
Kcmf1,-0.11030845480063356,1.3152304937908553e-13,4.860206890139291e-13
Hectd1,-0.11028515975138865,1.3309140191584112e-13,4.908986969918244e-13
Cbx3,-0.11017411296874714,1.408238357380568e-13,5.184519986110584e-13
Vldlr,-0.11013257301127405,1.4382836182997607e-13,5.285291288807858e-13
Itgb5,-0.11004005609195358,1.5074808812247552e-13,5.529294438184306e-13
Rplp1,0.10971884682745238,1.7740747465152962e-13,6.495084766408779e-13
Colgalt1,-0.10910680666218114,2.4163348107953995e-13,8.830118153313317e-13
Spp2,-0.10904687188332154,2.490332962071791e-13,9.083742188221275e-13
Dsg2,-0.1089705745876986,2.5877592602053085e-13,9.421731229145294e-13
Tnfaip2,-0.10891917512499422,2.6554926995262493e-13,9.650568137800359e-13
Erdr1,-0.1087137500955616,2.9440151593251606e-13,1.067948251373549e-12
Plec,-0.10869500477123287,2.971826678975824e-13,1.0760625172775099e-12
Ppp2r5a,-0.10830760321870095,3.607930289752872e-13,1.3039996677955078e-12
TrnI,-0.1082978188778009,3.6256155012729606e-13,1.3080003368643507e-12
Gpd2,-0.10788199717837003,4.4612539646703997e-13,1.6065389960206521e-12
Cyp2c40,-0.10767548771456635,4.943831765899667e-13,1.7770828002152079e-12
Actn4,-0.10766600797668448,4.967173286404617e-13,1.7822325929622373e-12
Ddost,-0.1075918453900807,5.153552127517288e-13,1.8457558978445067e-12
Hexa,-0.10741776670971749,5.618414971037369e-13,2.0086087518518768e-12
Sec11a,-0.107116426694977,6.522272840097054e-13,2.327533105572541e-12
Ermp1,-0.10704021594360277,6.772594089696753e-13,2.4125078406000865e-12
Rad21,-0.10668499739915721,8.069361236085449e-13,2.869267475492973e-12
Cadm1,-0.1064520863227333,9.048795216180938e-13,3.2117537059945626e-12
Cyp2c69,-0.10644225592794196,9.092603379659558e-13,3.2193127719490335e-12
Ets2,-0.10644000586517344,9.102659785126504e-13,3.2193127719490335e-12
Alkbh5,-0.10631572776755922,9.675383616022635e-13,3.415755965870848e-12
Gfra1,-0.1062352856254551,1.006478786010309e-12,3.5468958287742977e-12
Creg1,-0.10620903336395311,1.0195166518793915e-12,3.586449147269674e-12
Angptl4,-0.10619404504369645,1.0270345729147134e-12,3.60647842034172e-12
Gsta2,0.10614067681413669,1.0542474963297942e-12,3.695473936602843e-12
Hnf4a,-0.10603543485813025,1.1100001854629478e-12,3.8840183480712354e-12
Setd8,-0.10571396910333186,1.2988215510458154e-12,4.536696477769571e-12
Cd2ap,-0.10546512084240642,1.4663026993929654e-12,5.112663909523621e-12
Ccbl2,0.10544340929916557,1.4818817492775096e-12,5.1578877083127405e-12
Apoa4,-0.10541526554587459,1.502318016180189e-12,5.219829029856298e-12
Dag1,-0.10514718935305666,1.711365168653418e-12,5.935734979697908e-12
Tmem176b,-0.10506247480839231,1.7831719363933768e-12,6.17395957661945e-12
1110028F11Rik,-0.10502498179855319,1.815887724626622e-12,6.276241313962993e-12
Lgr5,-0.10498459638921566,1.851785921650031e-12,6.3891461904050804e-12
TrnC,-0.10486330960156116,1.96383163232304e-12,6.763928810283362e-12
Thrsp,0.10485667028281988,1.9701533733537898e-12,6.773901250644248e-12
Foxp1,-0.1048040115524819,2.021005101359101e-12,6.936678967685664e-12
Rxra,-0.10472321786381351,2.1015382847917087e-12,7.200591315482163e-12
Atp9a,-0.10447021048429368,2.374627829752992e-12,8.122213182390423e-12
Tmsb10,-0.10406365269686581,2.887953408392272e-12,9.860939358189156e-12
1190002N15Rik,-0.10402087969356676,2.9479037648547705e-12,1.0048285763996348e-11
Aatk,-0.10394124734018455,3.06278309093184e-12,1.0421897023704385e-11
Dync1h1,-0.10345474881089177,3.866134553882058e-12,1.3132900366022042e-11
Rgn,0.10331698811408713,4.128930681636036e-12,1.4001536805479317e-11
Tmpo,-0.10280583467952296,5.266027866237851e-12,1.782694707457574e-11
Hacd2,-0.10268229942360953,5.58390751033098e-12,1.8870743842605722e-11
Gas6,-0.10239849378077363,6.387102293990239e-12,2.154829562324011e-11
Ccnb2,-0.1023209603822294,6.625540143320108e-12,2.2314638608762952e-11
Dsp,-0.1022422505393299,6.876510534515245e-12,2.3120512460436464e-11
Birc5,-0.10219638736187124,7.027017302933144e-12,2.3586440081322284e-11
Serpina3k,-0.102087403734317,7.397727353927665e-12,2.4788655896127107e-11
Slc1a4,-0.1020822837138496,7.415606491867944e-12,2.4806521208837437e-11
Larp4b,-0.10204868081104547,7.534003011385788e-12,2.516000667822585e-11
Rps16,0.10198558743370371,7.761329473913649e-12,2.5875460994818352e-11
Txnip,-0.10197510047749882,7.799759794060171e-12,2.5959806587301277e-11
Nxpe2,-0.10187288586576755,8.184231287315469e-12,2.7193655890794426e-11
Cyp2b9,-0.10186357844263172,8.220148689616696e-12,2.7267171072772163e-11
Sgms1,-0.10173898042298891,8.716101302886555e-12,2.8863873158805224e-11
Pank3,-0.10169972904937724,8.878323513853578e-12,2.9351915697138e-11
Hs6st1,-0.10158779800806161,9.35733713112569e-12,3.088389901207928e-11
Zyg11b,-0.10158019794035182,9.390764275459045e-12,3.094256828763755e-11
Fam120a,-0.10153657326456621,9.584911773870926e-12,3.152973473700968e-11
Tmem205,-0.10136250706792556,1.0399475333133062e-11,3.415242979003997e-11
Irak1,-0.10135503019809917,1.0435942366666675e-11,3.421535333150915e-11
Arl6ip5,-0.10112098881717166,1.1642942745627714e-11,3.8109433457129126e-11
Tapbp,-0.10076028591955612,1.3775463899964924e-11,4.501502831443083e-11
Rpl39,0.1007034572986454,1.4144606276577234e-11,4.614502740724949e-11
Ucp2,-0.10061232599054923,1.4756879824129386e-11,4.806318189835881e-11
Tnks2,-0.10060256665332644,1.4823966985029258e-11,4.820227422599152e-11
Lifr,-0.10020785788355141,1.780239522090917e-11,5.779201207181844e-11
Oat,-0.10019944776337743,1.7871842212387168e-11,5.7922347629326936e-11
D17H6S56E-5,-0.10006148694322767,1.9049648116010845e-11,6.16385504506603e-11
Npr2,-0.09987637916696554,2.0749998729112426e-11,6.703063314943671e-11
Jak1,-0.09987116998627873,2.079993698714046e-11,6.70823416371561e-11
Zap70,0.0997326063106673,2.2172326499259946e-11,7.139200242514155e-11
Pdp2,-0.0997277272474743,2.2222231911761062e-11,7.143634551146604e-11
Fst,-0.09929411324524423,2.7125438418543154e-11,8.705680479457762e-11
Hnrnpa0,-0.09924470382594064,2.7747251230631982e-11,8.890812914580134e-11
Slc22a3,-0.09912847358698175,2.926551045656835e-11,9.362122034407059e-11
Atp1b1,-0.09908536121075961,2.984908777075556e-11,9.533383929367326e-11
Phldb2,-0.09903475879844643,3.0548586292412565e-11,9.732293313693972e-11
Cmah,-0.09903320410169372,3.057032952859867e-11,9.732293313693972e-11
Tfrc,-0.09891391199796466,3.2284630196861937e-11,1.0261529565787147e-10
Lpin1,-0.09868688002378449,3.581090621702909e-11,1.1364070881391093e-10
Eef1a1,0.09859810872591694,3.728986105780388e-11,1.1814431940909979e-10
Nrp1,-0.09833365589322061,4.2058808683938894e-11,1.3304042362903552e-10
Sh3d19,-0.09827287589565542,4.3236453642387984e-11,1.365470748418547e-10
9330159M07Rik,-0.09807590238686811,4.7278862290705743e-11,1.4907545573959372e-10
Dnajc3,-0.09793379342888044,5.042253809536213e-11,1.5873464620148236e-10
Ttc3,-0.09763776504931153,5.7641643676567385e-11,1.810390364042438e-10
Papss2,-0.09763587867046236,5.7690739977073136e-11,1.810390364042438e-10
Slc10a1,-0.09746242835574327,6.23842052204165e-11,1.9545732760818295e-10
Ifrd1,-0.0972514745543713,6.859751028779659e-11,2.145843003781232e-10
Tex2,-0.09717670851642202,7.094167175495738e-11,2.2156664306406123e-10
Nr1d1,-0.09709132465314826,7.371459738896168e-11,2.298639732460209e-10
Gda,-0.09676263779841256,8.54127295376998e-11,2.659227815685551e-10
Alas2,0.09672055120292314,8.703585691856547e-11,2.7055014013837094e-10
Tgm2,-0.09634105569617693,1.0310056552370376e-10,3.199840157619503e-10
S1pr1,-0.096313442351816,1.0437649503565451e-10,3.234362549929294e-10
Arid5b,-0.09603250941148733,1.182668053701661e-10,3.6590528046450446e-10
Clic4,-0.09601737581052971,1.1906426158809364e-10,3.6779694556197053e-10
Pnpla3,-0.09589693094097197,1.2560113432649983e-10,3.8738446577767576e-10
Cdca3,-0.09576333236405912,1.332623452769344e-10,4.103732969042045e-10
Tenm3,-0.09571222681888349,1.363121478634731e-10,4.1911215602812806e-10
Scap,-0.09556024857196622,1.4579019433813966e-10,4.475577860349412e-10
H2-Q1,-0.09542715332350035,1.5461715024962452e-10,4.739195442535003e-10
Reep4,-0.0953879817996945,1.5731301451118435e-10,4.814362688678196e-10
Spp1,-0.09537433788094159,1.582627557830908e-10,4.835942321223655e-10
Saa1,-0.0953341301726569,1.6109427026782943e-10,4.914866856782389e-10
Nucks1,-0.09510641164352954,1.780891737586324e-10,5.424996864727523e-10
Eif4g3,-0.09506032803722753,1.8173556661033878e-10,5.527557156748305e-10
Dancr,-0.09462253400624708,2.202193949329944e-10,6.687768721697849e-10
Lsr,-0.09452275949863298,2.300455148632138e-10,6.965591559540438e-10
Slc16a12,-0.09452249228739522,2.3007239698431492e-10,6.965591559540438e-10
Hspa13,-0.094449221657668,2.37560522069776e-10,7.181302020366164e-10
Cfd,-0.09434642987108473,2.4846810625820433e-10,7.499564062175114e-10
1190002F15Rik,-0.09416410924129434,2.690297692900656e-10,8.107802650708227e-10
Sun2,-0.09414256294040031,2.715668142472882e-10,8.171805049724334e-10
Nckap1,-0.09411549723708768,2.747868776189957e-10,8.256134605664963e-10
Fat1,-0.09399585411166922,2.894732972900616e-10,8.684198918701849e-10
Tnfrsf12a,-0.09376757375402327,3.196508157918864e-10,9.574994891220597e-10
Pck1,-0.09365978615597714,3.3494662094631515e-10,1.0017995001677231e-09
Fndc3b,-0.09327956568700198,3.9482239108008337e-10,1.1790994972285874e-09
Camk1d,-0.093247048788117,4.0040280919158526e-10,1.1939613179061298e-09
Rmdn2,-0.09314467050598438,4.1847988916648583e-10,1.2459860555453954e-09
Slc39a14,-0.09300365936919688,4.4468783932084474e-10,1.3220268546425715e-09
Keg1,0.09299192305936876,4.4693992979841315e-10,1.3267270889061003e-09
Calu,-0.09256838407815653,5.360960310260414e-10,1.5889982808672922e-09
Frrs1,-0.09250926594193222,5.498455966688029e-10,1.6273124919374602e-09
2810417H13Rik,-0.09221297511932762,6.241069920418263e-10,1.8443341154958007e-09
Ddit4l,-0.09209466558736518,6.564174405825852e-10,1.936921313480255e-09
Ndst1,-0.0919674748678996,6.929729354353923e-10,2.0417399304855e-09
H2-K2,-0.09195577924534508,6.964323232525497e-10,2.048879022426028e-09
Smad7,-0.0916200499693712,8.032396264115278e-10,2.359590997645751e-09
Ifi27,0.09146208867254348,8.588638275005759e-10,2.5192489420899684e-09
